idOrden;idProducto;cantidadDevuelta;fechaDevolucion;motivoDevolucion;resolucion
65720;14453;7;7/7/18;Producto danado o defectuoso;Intercambio por nuevos productos
65727;3161;2;10/11/11;Producto o tamano incorrecto;Credito de la tienda
65728;8565;3;7/3/22;Producto o tamano incorrecto;Intercambio por variante
65731;13519;2;18/1/14;Producto o tamano incorrecto;Intercambio por nuevos productos
65732;10312;1;22/3/18;Cambio de idea o insatisfaccion personal;Intercambio por variante
65734;1718;1;10/12/10;Producto danado o defectuoso;Reembolso
65748;3244;9;25/4/09;Producto danado o defectuoso;Reembolso
65762;12200;8;13/2/14;Producto o tamano incorrecto;Credito de la tienda
65763;4171;1;7/10/13;Cambio de idea o insatisfaccion personal;Credito de la tienda
65764;7604;7;20/2/08;Producto danado o defectuoso;Reembolso
65772;6509;11;14/5/22;Producto o tamano incorrecto;Credito de la tienda
65772;12910;2;10/5/22;Cambio de idea o insatisfaccion personal;Intercambio por variante
65775;9024;3;4/10/22;Producto danado o defectuoso;Credito de la tienda
65779;4678;3;7/3/23;Producto danado o defectuoso;Intercambio por variante
65784;13918;2;15/1/09;Producto danado o defectuoso;Credito de la tienda
65785;14347;5;29/6/09;Producto danado o defectuoso;Intercambio por nuevos productos
65795;8861;1;6/2/23;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
65796;893;2;28/2/16;Producto danado o defectuoso;Intercambio por nuevos productos
65799;12818;6;21/2/13;Producto danado o defectuoso;Credito de la tienda
65803;5768;11;11/9/09;Cambio de idea o insatisfaccion personal;Intercambio por variante
65823;477;1;23/9/11;Cambio de idea o insatisfaccion personal;Intercambio por variante
65825;1856;5;23/3/17;Producto danado o defectuoso;Intercambio por variante
65825;6566;1;8/3/17;Producto danado o defectuoso;Intercambio por variante
65826;8474;11;15/2/07;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
65829;2839;1;12/2/18;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
65833;3135;3;25/7/13;Cambio de idea o insatisfaccion personal;Credito de la tienda
65849;591;3;12/2/19;Producto o tamano incorrecto;Intercambio por nuevos productos
65856;565;5;12/7/13;Cambio de idea o insatisfaccion personal;Credito de la tienda
65858;9623;5;22/6/15;Producto o tamano incorrecto;Intercambio por variante
65864;4291;10;7/5/13;Cambio de idea o insatisfaccion personal;Reembolso
65880;1185;2;22/1/09;Producto danado o defectuoso;Reembolso
65891;13255;3;31/12/20;Cambio de idea o insatisfaccion personal;Reembolso
65894;5082;9;7/9/13;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
65895;5632;4;29/11/08;Cambio de idea o insatisfaccion personal;Reembolso
65896;2167;1;6/3/21;Cambio de idea o insatisfaccion personal;Credito de la tienda
65898;10953;1;3/6/09;Producto danado o defectuoso;Reembolso
65909;1076;8;8/7/14;Cambio de idea o insatisfaccion personal;Intercambio por variante
65913;14816;3;23/9/14;Cambio de idea o insatisfaccion personal;Intercambio por variante
65917;11839;3;8/1/15;Producto o tamano incorrecto;Intercambio por nuevos productos
65921;6862;2;4/1/15;Cambio de idea o insatisfaccion personal;Reembolso
65924;5420;9;6/3/15;Cambio de idea o insatisfaccion personal;Intercambio por variante
65925;7927;3;28/4/21;Producto danado o defectuoso;Intercambio por nuevos productos
65926;5828;4;17/3/21;Producto danado o defectuoso;Intercambio por nuevos productos
65937;9741;1;2/7/19;Producto danado o defectuoso;Intercambio por variante
65939;588;2;3/7/16;Producto danado o defectuoso;Credito de la tienda
65945;5138;3;19/2/16;Cambio de idea o insatisfaccion personal;Reembolso
65952;4010;1;16/2/20;Producto o tamano incorrecto;Credito de la tienda
65955;10111;2;24/7/09;Cambio de idea o insatisfaccion personal;Intercambio por variante
65961;471;1;1/5/07;Cambio de idea o insatisfaccion personal;Credito de la tienda
65962;13811;2;5/7/09;Producto o tamano incorrecto;Intercambio por variante
65966;3176;2;18/4/17;Producto o tamano incorrecto;Intercambio por nuevos productos
65984;14563;1;7/7/09;Producto danado o defectuoso;Credito de la tienda
65984;14011;2;5/7/09;Cambio de idea o insatisfaccion personal;Credito de la tienda
65988;1260;9;2/2/07;Cambio de idea o insatisfaccion personal;Intercambio por variante
65995;10174;2;11/6/14;Cambio de idea o insatisfaccion personal;Reembolso
66005;10477;4;17/11/13;Producto o tamano incorrecto;Reembolso
66025;6462;2;8/1/12;Cambio de idea o insatisfaccion personal;Reembolso
66026;9909;8;1/5/13;Producto danado o defectuoso;Intercambio por nuevos productos
66030;2153;1;14/3/16;Producto danado o defectuoso;Intercambio por nuevos productos
66030;11107;6;1/3/16;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
66032;7530;8;29/12/16;Producto o tamano incorrecto;Intercambio por nuevos productos
66033;13900;2;18/10/16;Producto danado o defectuoso;Intercambio por nuevos productos
66044;10876;8;9/10/07;Producto o tamano incorrecto;Intercambio por variante
66044;9494;1;23/9/07;Producto o tamano incorrecto;Intercambio por variante
66051;3562;12;6/12/12;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
66055;2252;1;17/2/12;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
66062;156;3;7/3/13;Producto o tamano incorrecto;Intercambio por variante
66067;7545;4;1/5/13;Producto danado o defectuoso;Credito de la tienda
66079;2663;6;11/2/07;Producto danado o defectuoso;Intercambio por nuevos productos
66080;13099;1;25/6/12;Producto o tamano incorrecto;Intercambio por nuevos productos
66087;12630;3;15/4/12;Cambio de idea o insatisfaccion personal;Intercambio por variante
66100;12389;9;30/10/21;Producto danado o defectuoso;Reembolso
66100;7626;2;2/11/21;Producto o tamano incorrecto;Reembolso
66108;111;4;22/6/15;Producto danado o defectuoso;Credito de la tienda
66110;8518;2;17/7/12;Producto danado o defectuoso;Reembolso
66114;14773;6;6/6/11;Producto danado o defectuoso;Intercambio por nuevos productos
66115;676;1;5/6/10;Producto danado o defectuoso;Reembolso
66118;3245;2;20/10/05;Producto o tamano incorrecto;Reembolso
66122;1653;11;5/5/14;Cambio de idea o insatisfaccion personal;Reembolso
66124;5902;3;8/11/21;Cambio de idea o insatisfaccion personal;Credito de la tienda
66136;11757;3;11/2/20;Producto o tamano incorrecto;Reembolso
66143;5907;4;25/6/21;Cambio de idea o insatisfaccion personal;Credito de la tienda
66156;8164;2;11/6/22;Cambio de idea o insatisfaccion personal;Credito de la tienda
66161;12409;4;22/1/15;Producto danado o defectuoso;Intercambio por variante
66166;6524;2;4/11/12;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
66171;12158;2;11/12/12;Producto o tamano incorrecto;Intercambio por nuevos productos
66191;8856;1;24/12/15;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
66198;837;1;14/3/20;Producto o tamano incorrecto;Credito de la tienda
66199;9173;1;19/2/09;Producto danado o defectuoso;Intercambio por variante
66199;1151;2;8/3/09;Producto danado o defectuoso;Intercambio por nuevos productos
66200;11269;2;30/7/13;Producto danado o defectuoso;Intercambio por nuevos productos
66203;9762;10;21/3/12;Producto danado o defectuoso;Reembolso
66204;400;6;26/5/09;Producto danado o defectuoso;Reembolso
66211;377;1;15/3/09;Producto danado o defectuoso;Credito de la tienda
66213;3705;2;29/6/09;Producto danado o defectuoso;Credito de la tienda
66213;12984;5;2/7/09;Cambio de idea o insatisfaccion personal;Reembolso
66214;13577;1;21/11/11;Producto danado o defectuoso;Reembolso
66224;8173;4;1/6/07;Producto danado o defectuoso;Credito de la tienda
66227;21;3;30/8/08;Producto danado o defectuoso;Intercambio por variante
66228;7687;3;6/10/13;Producto o tamano incorrecto;Reembolso
66230;10090;3;3/9/12;Producto danado o defectuoso;Reembolso
66232;12995;1;22/1/12;Cambio de idea o insatisfaccion personal;Intercambio por variante
66247;14578;5;4/10/17;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
66254;2826;9;24/5/20;Cambio de idea o insatisfaccion personal;Intercambio por variante
66256;642;3;23/2/14;Cambio de idea o insatisfaccion personal;Intercambio por variante
66262;12874;1;5/3/09;Producto o tamano incorrecto;Intercambio por variante
66270;7259;1;4/2/11;Producto o tamano incorrecto;Intercambio por variante
66272;8305;5;5/11/09;Producto danado o defectuoso;Intercambio por variante
66275;14655;6;8/2/22;Producto danado o defectuoso;Credito de la tienda
66281;13619;1;1/11/08;Producto o tamano incorrecto;Intercambio por nuevos productos
66284;742;1;14/10/09;Producto o tamano incorrecto;Intercambio por nuevos productos
66294;3725;1;21/1/16;Producto danado o defectuoso;Credito de la tienda
66297;4914;7;18/12/12;Producto o tamano incorrecto;Intercambio por nuevos productos
66324;2569;9;11/1/15;Producto danado o defectuoso;Reembolso
66334;11787;2;15/2/10;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
66337;12060;7;2/1/23;Producto o tamano incorrecto;Credito de la tienda
66343;3254;1;21/9/05;Cambio de idea o insatisfaccion personal;Credito de la tienda
66350;14220;5;20/5/14;Cambio de idea o insatisfaccion personal;Reembolso
66351;6236;7;24/10/15;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
66358;2275;1;21/9/10;Producto o tamano incorrecto;Intercambio por variante
66367;1634;5;31/7/11;Cambio de idea o insatisfaccion personal;Intercambio por variante
66370;10774;8;25/4/20;Producto danado o defectuoso;Intercambio por nuevos productos
66377;5776;1;22/7/06;Producto danado o defectuoso;Reembolso
66378;14618;4;31/3/16;Cambio de idea o insatisfaccion personal;Intercambio por variante
66380;7331;1;23/11/18;Producto o tamano incorrecto;Credito de la tienda
66386;12681;8;9/4/09;Producto o tamano incorrecto;Intercambio por nuevos productos
66397;8525;5;9/5/13;Producto o tamano incorrecto;Intercambio por nuevos productos
66413;9880;1;14/1/18;Producto danado o defectuoso;Reembolso
66413;1983;6;17/1/18;Producto danado o defectuoso;Credito de la tienda
66428;6887;1;1/7/10;Producto danado o defectuoso;Intercambio por nuevos productos
66430;9833;1;16/8/11;Producto danado o defectuoso;Intercambio por variante
66435;12507;2;17/8/21;Producto danado o defectuoso;Reembolso
66435;13491;4;8/8/21;Producto o tamano incorrecto;Reembolso
66441;12070;1;21/12/10;Producto danado o defectuoso;Intercambio por variante
66443;9533;7;3/10/21;Cambio de idea o insatisfaccion personal;Credito de la tienda
66445;10126;3;28/5/13;Producto danado o defectuoso;Intercambio por nuevos productos
66458;14217;3;11/8/15;Cambio de idea o insatisfaccion personal;Credito de la tienda
66460;417;7;4/3/17;Producto o tamano incorrecto;Reembolso
66463;2196;1;5/7/08;Producto danado o defectuoso;Intercambio por nuevos productos
66474;3888;2;11/8/11;Producto danado o defectuoso;Credito de la tienda
66477;7414;9;26/8/12;Producto danado o defectuoso;Credito de la tienda
66487;5195;2;31/7/09;Producto danado o defectuoso;Intercambio por variante
66491;11201;2;27/2/12;Cambio de idea o insatisfaccion personal;Credito de la tienda
66500;2161;8;18/1/20;Cambio de idea o insatisfaccion personal;Credito de la tienda
66501;4635;6;28/10/07;Cambio de idea o insatisfaccion personal;Intercambio por variante
66510;779;3;13/6/15;Producto danado o defectuoso;Intercambio por variante
66516;4336;8;24/10/20;Producto o tamano incorrecto;Reembolso
66524;13341;4;26/4/14;Producto o tamano incorrecto;Intercambio por variante
66525;3539;5;5/11/12;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
66526;11595;1;7/7/15;Producto danado o defectuoso;Reembolso
66531;707;10;7/8/15;Producto danado o defectuoso;Intercambio por variante
66535;5572;2;15/1/07;Producto danado o defectuoso;Intercambio por nuevos productos
66543;1379;4;29/7/16;Cambio de idea o insatisfaccion personal;Reembolso
66545;11504;3;15/4/07;Producto o tamano incorrecto;Reembolso
66545;3419;9;21/4/07;Producto danado o defectuoso;Intercambio por nuevos productos
66549;3199;7;29/7/16;Producto o tamano incorrecto;Intercambio por variante
66567;12736;3;27/6/13;Producto danado o defectuoso;Intercambio por variante
66572;6849;9;5/12/09;Producto o tamano incorrecto;Reembolso
66573;3015;1;18/10/13;Producto danado o defectuoso;Intercambio por nuevos productos
66579;11298;2;6/10/12;Cambio de idea o insatisfaccion personal;Reembolso
66586;9157;1;14/5/14;Producto o tamano incorrecto;Intercambio por nuevos productos
66595;1614;5;29/10/08;Producto danado o defectuoso;Credito de la tienda
66600;985;5;10/5/10;Producto o tamano incorrecto;Intercambio por variante
66613;1250;2;2/7/13;Producto danado o defectuoso;Intercambio por variante
66625;11376;5;19/3/16;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
66626;11767;1;21/3/16;Producto danado o defectuoso;Credito de la tienda
66627;2499;2;10/9/09;Producto danado o defectuoso;Reembolso
66632;4891;3;1/10/18;Producto o tamano incorrecto;Intercambio por nuevos productos
66635;14538;2;7/12/10;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
66640;11273;3;20/7/22;Cambio de idea o insatisfaccion personal;Credito de la tienda
66645;8695;6;18/6/19;Producto o tamano incorrecto;Credito de la tienda
66647;13571;3;16/9/08;Producto o tamano incorrecto;Reembolso
66651;7867;8;16/1/09;Producto o tamano incorrecto;Credito de la tienda
66657;8010;3;20/11/12;Cambio de idea o insatisfaccion personal;Reembolso
66664;8428;1;3/7/11;Producto o tamano incorrecto;Reembolso
66677;4836;5;24/5/20;Producto o tamano incorrecto;Intercambio por nuevos productos
66692;11276;2;12/11/11;Producto o tamano incorrecto;Reembolso
66695;7547;1;12/10/13;Cambio de idea o insatisfaccion personal;Reembolso
66699;280;3;8/11/10;Cambio de idea o insatisfaccion personal;Reembolso
66701;11786;8;24/9/20;Cambio de idea o insatisfaccion personal;Intercambio por variante
66718;7639;8;30/7/08;Producto o tamano incorrecto;Intercambio por variante
66723;5406;3;12/6/20;Producto o tamano incorrecto;Credito de la tienda
66724;11369;5;26/4/19;Producto o tamano incorrecto;Intercambio por variante
66725;4120;5;13/3/23;Producto danado o defectuoso;Reembolso
66746;1824;1;9/7/13;Producto o tamano incorrecto;Intercambio por nuevos productos
66748;13854;1;31/5/11;Cambio de idea o insatisfaccion personal;Intercambio por variante
66753;14461;4;10/1/23;Producto danado o defectuoso;Credito de la tienda
66754;9934;1;19/9/12;Producto danado o defectuoso;Credito de la tienda
66755;8630;3;2/1/15;Producto danado o defectuoso;Reembolso
66757;1630;1;12/8/13;Producto danado o defectuoso;Intercambio por variante
66768;8556;1;11/8/10;Cambio de idea o insatisfaccion personal;Credito de la tienda
66778;13947;5;9/1/09;Producto danado o defectuoso;Intercambio por nuevos productos
66779;1536;5;4/10/20;Producto danado o defectuoso;Credito de la tienda
66779;11356;10;30/9/20;Producto o tamano incorrecto;Intercambio por variante
66787;9236;9;21/4/12;Cambio de idea o insatisfaccion personal;Reembolso
66788;9143;2;1/1/16;Cambio de idea o insatisfaccion personal;Intercambio por variante
66804;9071;4;1/9/16;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
66810;9186;3;25/11/12;Producto o tamano incorrecto;Intercambio por variante
66811;3464;2;13/5/15;Producto danado o defectuoso;Intercambio por nuevos productos
66816;11999;2;13/1/15;Cambio de idea o insatisfaccion personal;Intercambio por variante
66816;9882;7;10/1/15;Producto danado o defectuoso;Intercambio por variante
66818;6009;3;6/10/06;Cambio de idea o insatisfaccion personal;Credito de la tienda
66819;12819;2;21/6/18;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
66819;7509;2;25/6/18;Producto o tamano incorrecto;Intercambio por nuevos productos
66824;464;3;24/4/22;Producto danado o defectuoso;Intercambio por variante
66827;1463;2;16/8/13;Cambio de idea o insatisfaccion personal;Credito de la tienda
66842;2385;12;16/9/18;Producto o tamano incorrecto;Intercambio por variante
66871;14212;1;1/8/12;Producto danado o defectuoso;Reembolso
66879;9717;1;27/12/09;Producto o tamano incorrecto;Intercambio por variante
66883;1649;1;5/12/16;Producto o tamano incorrecto;Intercambio por nuevos productos
66884;8562;3;3/4/14;Cambio de idea o insatisfaccion personal;Credito de la tienda
66886;12773;8;11/8/15;Cambio de idea o insatisfaccion personal;Intercambio por variante
66892;7911;9;28/7/12;Cambio de idea o insatisfaccion personal;Credito de la tienda
66894;1427;8;28/12/20;Producto danado o defectuoso;Credito de la tienda
66895;10766;5;20/5/09;Producto danado o defectuoso;Intercambio por nuevos productos
66901;2989;3;15/12/16;Cambio de idea o insatisfaccion personal;Intercambio por variante
66903;10594;2;15/4/08;Cambio de idea o insatisfaccion personal;Intercambio por variante
66906;7025;10;10/3/20;Producto o tamano incorrecto;Intercambio por variante
66910;13686;3;19/8/11;Cambio de idea o insatisfaccion personal;Credito de la tienda
66914;2951;6;4/6/08;Producto o tamano incorrecto;Reembolso
66917;12165;1;26/10/11;Producto o tamano incorrecto;Intercambio por nuevos productos
66919;13365;2;9/2/11;Producto danado o defectuoso;Credito de la tienda
66925;14744;4;12/9/12;Producto danado o defectuoso;Intercambio por nuevos productos
66927;9153;5;1/12/06;Producto danado o defectuoso;Intercambio por nuevos productos
66928;10256;3;8/6/22;Producto danado o defectuoso;Reembolso
66931;6429;3;22/10/07;Producto o tamano incorrecto;Credito de la tienda
66932;6014;8;16/2/09;Producto danado o defectuoso;Reembolso
66935;10927;3;5/2/15;Cambio de idea o insatisfaccion personal;Intercambio por variante
66937;5952;6;9/12/08;Producto o tamano incorrecto;Credito de la tienda
66944;2235;8;7/7/20;Cambio de idea o insatisfaccion personal;Reembolso
66944;9674;4;26/6/20;Cambio de idea o insatisfaccion personal;Credito de la tienda
66947;1773;8;9/10/20;Producto danado o defectuoso;Credito de la tienda
66964;8959;3;2/11/21;Producto danado o defectuoso;Intercambio por variante
66969;7360;2;8/6/14;Cambio de idea o insatisfaccion personal;Intercambio por variante
66972;3959;2;25/6/16;Producto o tamano incorrecto;Intercambio por nuevos productos
66973;10709;3;6/2/11;Producto danado o defectuoso;Intercambio por nuevos productos
66978;5310;2;22/1/20;Producto danado o defectuoso;Intercambio por nuevos productos
66978;1154;7;7/2/20;Producto danado o defectuoso;Credito de la tienda
66983;5237;7;28/8/20;Producto o tamano incorrecto;Intercambio por nuevos productos
66984;9215;3;4/9/12;Producto o tamano incorrecto;Reembolso
66988;3692;1;14/5/15;Cambio de idea o insatisfaccion personal;Reembolso
67010;10856;1;20/7/17;Cambio de idea o insatisfaccion personal;Credito de la tienda
67013;821;4;19/7/13;Cambio de idea o insatisfaccion personal;Reembolso
67014;8984;1;23/11/17;Producto danado o defectuoso;Intercambio por variante
67025;2690;3;15/2/10;Producto o tamano incorrecto;Reembolso
67026;6076;4;10/10/13;Producto o tamano incorrecto;Intercambio por variante
67027;13294;1;22/7/22;Producto danado o defectuoso;Reembolso
67031;232;7;27/1/12;Producto danado o defectuoso;Intercambio por nuevos productos
67039;12164;3;27/1/16;Producto danado o defectuoso;Intercambio por nuevos productos
67040;13527;4;22/11/18;Producto o tamano incorrecto;Reembolso
67045;7572;3;27/5/12;Producto o tamano incorrecto;Intercambio por variante
67045;2343;3;18/5/12;Producto o tamano incorrecto;Intercambio por variante
67050;4665;7;19/1/20;Producto o tamano incorrecto;Credito de la tienda
67060;11190;2;19/2/20;Producto o tamano incorrecto;Intercambio por nuevos productos
67072;10422;4;14/10/13;Cambio de idea o insatisfaccion personal;Intercambio por variante
67074;14102;1;2/7/11;Producto danado o defectuoso;Intercambio por nuevos productos
67080;6348;1;7/6/22;Cambio de idea o insatisfaccion personal;Intercambio por variante
67082;3266;6;13/3/10;Producto o tamano incorrecto;Intercambio por variante
67083;4214;9;9/1/15;Producto danado o defectuoso;Credito de la tienda
67090;1567;10;21/4/07;Producto o tamano incorrecto;Reembolso
67093;2051;3;12/3/05;Producto o tamano incorrecto;Intercambio por variante
67095;11729;2;3/3/11;Producto danado o defectuoso;Intercambio por variante
67097;12739;7;13/10/18;Producto o tamano incorrecto;Intercambio por variante
67102;10300;1;30/11/07;Cambio de idea o insatisfaccion personal;Reembolso
67112;13192;1;7/2/14;Cambio de idea o insatisfaccion personal;Intercambio por variante
67121;469;2;14/1/08;Cambio de idea o insatisfaccion personal;Reembolso
67121;1009;4;11/1/08;Producto o tamano incorrecto;Credito de la tienda
67121;9805;3;18/1/08;Producto o tamano incorrecto;Credito de la tienda
67127;10751;8;18/8/20;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
67134;10370;9;30/6/16;Cambio de idea o insatisfaccion personal;Intercambio por variante
67134;6990;2;15/6/16;Producto danado o defectuoso;Intercambio por nuevos productos
67154;5900;4;27/2/19;Producto danado o defectuoso;Credito de la tienda
67155;10463;4;12/5/14;Cambio de idea o insatisfaccion personal;Reembolso
67158;12062;4;20/2/16;Producto danado o defectuoso;Reembolso
67166;12288;4;16/1/17;Producto o tamano incorrecto;Intercambio por nuevos productos
67166;2643;5;2/1/17;Producto o tamano incorrecto;Intercambio por variante
67171;9713;2;1/2/20;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
67172;2393;1;1/4/12;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
67173;11926;2;15/11/07;Producto danado o defectuoso;Reembolso
67176;12480;5;17/2/21;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
67179;1988;3;19/10/10;Producto o tamano incorrecto;Reembolso
67180;2115;3;30/5/12;Cambio de idea o insatisfaccion personal;Reembolso
67184;4033;4;6/9/20;Producto danado o defectuoso;Reembolso
67187;13148;1;2/11/11;Cambio de idea o insatisfaccion personal;Credito de la tienda
67205;5277;1;5/3/11;Producto danado o defectuoso;Credito de la tienda
67209;1483;1;11/4/09;Cambio de idea o insatisfaccion personal;Reembolso
67219;11668;4;11/2/08;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
67235;12579;1;22/6/14;Producto danado o defectuoso;Credito de la tienda
67243;10415;4;20/2/07;Producto o tamano incorrecto;Reembolso
67255;13394;4;17/8/08;Producto danado o defectuoso;Reembolso
67262;4410;1;19/3/21;Producto danado o defectuoso;Intercambio por variante
67264;5104;1;25/3/09;Cambio de idea o insatisfaccion personal;Credito de la tienda
67265;6304;3;29/10/11;Cambio de idea o insatisfaccion personal;Reembolso
67265;581;6;26/10/11;Cambio de idea o insatisfaccion personal;Intercambio por variante
67280;12153;6;24/1/14;Producto danado o defectuoso;Intercambio por variante
67289;2476;1;22/1/20;Producto o tamano incorrecto;Reembolso
67295;10155;2;5/7/20;Cambio de idea o insatisfaccion personal;Reembolso
67301;1950;11;28/11/07;Cambio de idea o insatisfaccion personal;Reembolso
67305;11802;8;3/7/14;Cambio de idea o insatisfaccion personal;Reembolso
67311;12637;1;22/11/08;Producto o tamano incorrecto;Credito de la tienda
67316;4316;5;20/12/06;Cambio de idea o insatisfaccion personal;Credito de la tienda
67320;13869;4;9/1/09;Producto danado o defectuoso;Intercambio por nuevos productos
67322;6017;5;20/7/12;Producto danado o defectuoso;Intercambio por variante
67333;12738;1;9/2/14;Producto danado o defectuoso;Intercambio por variante
67335;1563;1;26/7/09;Producto o tamano incorrecto;Intercambio por nuevos productos
67335;10585;4;30/7/09;Cambio de idea o insatisfaccion personal;Reembolso
67336;11222;2;11/3/17;Producto o tamano incorrecto;Intercambio por variante
67348;8804;5;1/8/10;Cambio de idea o insatisfaccion personal;Credito de la tienda
67358;13026;5;27/12/13;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
67359;12600;9;30/11/07;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
67360;11135;3;14/11/16;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
67362;5572;1;22/9/06;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
67369;2452;2;26/12/21;Producto danado o defectuoso;Intercambio por nuevos productos
67369;4756;1;11/1/22;Producto o tamano incorrecto;Intercambio por nuevos productos
67370;10328;7;29/8/10;Producto o tamano incorrecto;Credito de la tienda
67381;9042;3;28/2/10;Producto danado o defectuoso;Reembolso
67383;9234;1;3/8/09;Cambio de idea o insatisfaccion personal;Intercambio por variante
67394;5303;9;28/9/07;Cambio de idea o insatisfaccion personal;Reembolso
67398;2781;3;30/1/17;Producto danado o defectuoso;Intercambio por variante
67402;1303;1;11/10/13;Cambio de idea o insatisfaccion personal;Reembolso
67403;4213;2;18/3/12;Producto o tamano incorrecto;Credito de la tienda
67412;13921;2;14/4/14;Producto o tamano incorrecto;Intercambio por variante
67413;11639;6;20/6/19;Producto o tamano incorrecto;Intercambio por nuevos productos
67423;11424;7;25/2/10;Cambio de idea o insatisfaccion personal;Reembolso
67424;13085;2;5/2/21;Producto danado o defectuoso;Reembolso
67434;11146;8;2/1/12;Producto danado o defectuoso;Credito de la tienda
67455;6595;5;20/8/20;Cambio de idea o insatisfaccion personal;Intercambio por variante
67458;14544;1;25/4/21;Producto o tamano incorrecto;Reembolso
67459;2235;1;9/12/10;Producto danado o defectuoso;Credito de la tienda
67461;1167;10;7/1/17;Producto o tamano incorrecto;Intercambio por variante
67470;2981;5;19/9/09;Producto o tamano incorrecto;Credito de la tienda
67476;5061;3;3/6/22;Producto danado o defectuoso;Credito de la tienda
67479;6169;5;14/9/12;Cambio de idea o insatisfaccion personal;Reembolso
67481;879;8;2/4/14;Producto danado o defectuoso;Intercambio por variante
67492;5039;5;14/7/22;Producto danado o defectuoso;Intercambio por variante
67502;7505;3;27/5/21;Producto danado o defectuoso;Intercambio por variante
67505;9184;1;4/10/07;Producto danado o defectuoso;Credito de la tienda
67514;6554;5;5/2/18;Producto danado o defectuoso;Intercambio por variante
67515;636;2;17/6/20;Producto danado o defectuoso;Credito de la tienda
67521;14035;3;23/2/23;Producto o tamano incorrecto;Reembolso
67522;4627;2;26/11/07;Producto o tamano incorrecto;Intercambio por variante
67526;4382;2;30/7/21;Producto o tamano incorrecto;Intercambio por nuevos productos
67541;3773;4;12/4/22;Producto danado o defectuoso;Intercambio por variante
67541;1736;8;11/5/22;Producto danado o defectuoso;Intercambio por variante
67542;11539;4;24/6/19;Producto danado o defectuoso;Intercambio por variante
67552;4218;1;12/7/16;Producto o tamano incorrecto;Intercambio por variante
67556;11613;2;2/6/20;Producto danado o defectuoso;Intercambio por nuevos productos
67566;5662;3;18/3/16;Cambio de idea o insatisfaccion personal;Credito de la tienda
67567;8289;1;10/3/18;Producto o tamano incorrecto;Intercambio por variante
67575;4370;8;10/11/06;Producto danado o defectuoso;Intercambio por variante
67575;7080;1;21/11/06;Producto danado o defectuoso;Reembolso
67577;3153;1;23/11/18;Cambio de idea o insatisfaccion personal;Intercambio por variante
67580;6927;8;24/6/09;Cambio de idea o insatisfaccion personal;Credito de la tienda
67581;7866;10;17/5/08;Producto danado o defectuoso;Reembolso
67582;12428;4;21/6/11;Cambio de idea o insatisfaccion personal;Reembolso
67583;7107;5;22/5/06;Producto danado o defectuoso;Intercambio por nuevos productos
67588;14285;2;2/1/17;Producto o tamano incorrecto;Reembolso
67589;2978;1;8/5/10;Producto o tamano incorrecto;Reembolso
67593;13465;10;8/10/08;Producto o tamano incorrecto;Intercambio por nuevos productos
67605;14508;1;18/10/20;Producto o tamano incorrecto;Intercambio por variante
67607;5805;2;31/1/18;Producto o tamano incorrecto;Intercambio por variante
67610;9651;1;8/7/06;Producto o tamano incorrecto;Intercambio por variante
67615;4644;7;25/5/11;Producto danado o defectuoso;Credito de la tienda
67622;12763;2;19/11/16;Producto o tamano incorrecto;Credito de la tienda
67625;10318;7;19/12/19;Producto danado o defectuoso;Credito de la tienda
67640;534;1;16/7/16;Producto o tamano incorrecto;Intercambio por nuevos productos
67654;10082;1;29/2/20;Producto danado o defectuoso;Intercambio por nuevos productos
67656;12442;5;31/12/20;Cambio de idea o insatisfaccion personal;Credito de la tienda
67663;9241;5;1/4/07;Producto danado o defectuoso;Intercambio por nuevos productos
67669;413;5;2/7/11;Producto o tamano incorrecto;Intercambio por nuevos productos
67675;4922;7;24/7/09;Producto o tamano incorrecto;Intercambio por nuevos productos
67686;2437;4;26/10/12;Producto danado o defectuoso;Credito de la tienda
